Id,OwnerUserId,CreationDate,ParentId,Score,Body
23278,1314.0,2008-08-22T19:29:51Z,23250,1,"I pretty much only use this when referencing a type property from inside the same type.  As another user mentioned, I also underscore local fields so they are noticeable without needing this ."
23279,1327.0,2008-08-22T19:30:42Z,23250,0,"It depends on the coding standard I'm working under.  If we are using _ to denote an instance variable then ""this"" becomes redundant. If we are not using _ then I tend to use this to denote instance variable."
23281,920.0,2008-08-22T19:31:26Z,23250,7,"I tend to use it everywhere as well, just to make sure that it is clear that it is instance members that we are dealing with."
23282,1429.0,2008-08-22T19:32:36Z,23190,2,"@Jeff I actually think this is an interesting question. I'm not sure how useful it is, but it is a valid question. @Ed Can you provide a little more info on this question? You said the dimension of the array is dynamic, but is the number of elements dynamic as well? EDIT: I'm going to try and answer the question anyways. I can't give you the code off the top of my head (it would take a while to get it right without any compiler here on this PC), but I can point you in the right direction ... Let's use 8 dimensions (0-7) with indexes 0 to 3 as an example. You care about only 1,2 and 6. This means you have two arrays. First, array_care[4][4][4] for 1,2, and 6. The array_care[4][4][4] will hold the end result. Next, we want to iterate in a very specific way. We have the array input[4][4][4][4][4][4][4][4] to parse through, and we care about dimensions 1, 2, and 6. We need to define some temporary indexes: int dim[8] = {0,0,0,0,0,0,0,0}; We also need to store the order in which we want to increase the indexes: int increase_index_order[8] = {7,5,4,3,0,6,2,1};
int i = 0; This order is important for doing what you requested. Define a termination flag: bool terminate=false; Now we can create our loop: while (terminate)
{
array_care[dim[1]][dim[2]][dim[6]] += input[dim[0]][dim[1]][dim[2]][dim[3]][dim[4]][dim[5]][dim[6]][dim[7]];

while ((dim[increase_index_order[i]] = 3) && (i < 8))
{
dim[increase_index_order[i]]=0;
i++;
}

if (i < 8) {
dim[increase_index_order[i]]++; i=0;
} else {
terminate=true;
}
} That should work for 8 dimensions, caring about 3 dimensions. It would take a bit more time to make it dynamic, and I don't have the time. Hope this helps. I apologize, but I haven't learned the code markups yet. :("
23306,1790.0,2008-08-22T19:46:46Z,23250,34,"I can't believe all of the people that say using it always is a ""best practice"" and such. Use ""this"" when there is ambiguity, as in Corey's example or when you need to pass the object as a parameter, as in Ryan's example . There is no reason to use it otherwise because being able to resolve a variable based on the scope chain should be clear enough that qualifying variables with it should be unnecessary. EDIT: The C# documentation on ""this"" indicates one more use, besides the two I mentioned, for the ""this"" keyword - for declaring indexers EDIT: @Juan: Huh, I don't see any inconsistency in my statements - there are 3 instances when I would use the ""this"" keyword (as documented in the C# documentation), and those are times when you actually need it. Sticking ""this"" in front of variables in a constructor when there is no shadowing going on is simply a waste of keystrokes and a waste of my time when reading it, it provides no benefit."
23307,517.0,2008-08-22T19:46:57Z,23190,0,"x = number_of_dimensions;
while (x > 1)
{
  switch (x)
  {
    case 20:
      reduce20DimensionArray();
      x--;
    break;
    case 19:
      .....
  }
} (Sorry, couldn't resist.)"
23314,572.0,2008-08-22T19:50:14Z,23310,0,"Anything, but I would learn a modern system like git or subversion myself. My first VCS was RCS, but I got the basics down."
23316,2328.0,2008-08-22T19:51:03Z,23310,0,"Well, if you are just wanting to learn on your own, I would say you should go with something free, like subversion.  If you are a company who has never used source control before, then it really depends on your needs."
23321,1037.0,2008-08-22T19:53:08Z,23310,8,"I'd suggest you try Subversion, for example with the 1-click SVN installer . Try searching SO for ""Subversion"", and you'll find loads of questions with answers that point to good tutorials. Good luck!"
23322,96.0,2008-08-22T19:53:17Z,23310,0,"My first exposure was CVS with WinCVS as a client.  it was horrid.  Next was Subversion, with TortoiseSVN and Eclipse's integration.  It was intuitive, and heavenly.  I think that using CVS with TortoiseCVS and Eclipse's would be nice as well, though I prefer the way SVN handles revisioning. The entire repository is versioned with each check in, not individual files."
23323,414.0,2008-08-22T19:53:31Z,23250,-6,"Never. Ever. If you have variable shadowing, your naming conventions are on crack. I mean, really, no distinguishing naming for member variables? Facepalm"
23329,1680.0,2008-08-22T19:56:09Z,23310,5,"There are a few core concepts that I think are important to learn: Check-ins/check-outs (obviously) Local versions vs. server versions Mapping/Binding a local workspace to a remote store or repository. Merging your changes back into a file that contains changes from
others. Branching (what it is, when/why to use it) Merging changes from a branch back into a main branch or trunk. Most modern source control systems require some knowledge of the above topics and should help facilitate you learning them. Then you have distributed source control, which I don't have any experience with but is supposed to be fairly complicated and may not be suitable for a beginner. Subversion is great because it has all of the modern features you'd want and is free. Git is also becoming an increasingly popular option and is another free or very low cost alternative to Subversion. Knowledge regarding the concepts of branching and merging become critical for using Git, however. You can use unfuddle as a free and easy way to experiment with both Git and Subversion. I use it to host a couple of subversion repositories for some side projects I've worked on in the past."
